0, 408, 3, 0., 0., 0.
1, 413, 3, 30.8348, -0.928458, 0.0128613
2, 415, 3, 30.3689, -0.278105, 0.00203748
3, 402, 3, 0., 0., 0.
4, 416, 4, 0., 0., 0.
5, 424, 4, 0., 0., 0.
6, 420, 3, 1.60991, -0.00205759, 4.03877e-06
7, 416, 4, 1.46585, -0.000611406, 2.48529e-06
8, 410, 3, 1.99189, -0.00123093, 2.51103e-06
9, 424, 3, 2.32697, -0.00184028, 8.85882e-06
10, 411, 3, 0., 0., 0.
11, 411, 4, 1.14235, -0.000868019, 2.08708e-06
12, 406, 3, 2.41691, -0.00390941, 9.77481e-06
13, 404, 3, 1.9406, -0.00156521, 6.91689e-06
14, 413, 3, 1.09556, -0.000763458, 2.01105e-06
15, 419, 3, 1.48982, -0.000291765, 3.17214e-06
16, 424, 3, 1.76579, -0.00362526, 8.23767e-06
17, 432, 3, 1.50072, -0.000458638, 3.43369e-06
18, 414, 3, 2.23115, -0.00456566, 1.03783e-05
19, 416, 3, 2.0309, -0.00206485, 8.51709e-06
20, 410, 3, 1.84009, -0.000440312, 2.05734e-06
21, 412, 3, 1.6129, 0.00259041, -7.80457e-07
22, 410, 3, 0., 0., 0.
23, 415, 3, 0., 0., 0.
24, 419, 3, 0., 0., 0.
25, 403, 3, 0., 0., 0.
26, 412, 3, 0., 0., 0.
27, 432, 3, 0., 0., 0.
28, 411, 3, 0., 0., 0.
29, 407, 4, 0., 0., 0.
30, 402, 3, 0., 0., 0.
31, 420, 4, 0., 0., 0.
32, 307, 3, 0., 0., 0.
33, 317, 3, 31.3429, -0.766949, 0.0246426
34, 309, 3, 14.7563, -0.0825827, 0.00427214
35, 306, 3, 0., 0., 0.
36, 311, 3, 0., 0., 0.
37, 306, 3, 0., 0., 0.
38, 314, 3, 1.35951, -0.000278517, 1.74932e-06
39, 327, 3, 1.34859, -0.00208012, 2.44488e-06
40, 319, 3, 1.29293, 0.00012138, 1.28505e-06
41, 327, 3, 2.70843, -0.00556816, 9.66565e-06
42, 324, 3, 1.27659, -0.00158969, 3.03337e-06
43, 320, 3, 1.35166, -0.00224847, 2.57277e-06
44, 321, 3, 2.19283, -0.00216156, 6.86117e-06
45, 309, 3, 2.35784, -0.00437083, 7.8127e-06
46, 317, 3, 2.11339, -0.00271567, 6.4759e-06
47, 308, 3, 1.49231, -0.0018653, 2.41767e-06
48, 311, 3, 1.95086, -0.0021688, 8.93871e-06
49, 319, 3, 1.66164, -0.00316845, 4.91207e-06
50, 325, 3, 1.88385, -0.00191193, 7.32941e-06
51, 317, 3, 2.7805, -0.00231264, 4.1601e-06
52, 305, 3, 2.25339, -0.000760842, 1.79342e-06
53, 312, 3, 1.33906, 0.00152619, 1.07126e-06
54, 312, 3, 0., 0., 0.
55, 321, 3, 0., 0., 0.
56, 316, 3, 0., 0., 0.
57, 330, 3, 0., 0., 0.
58, 322, 3, 0., 0., 0.
59, 317, 4, 0., 0., 0.
60, 323, 3, 0., 0., 0.
61, 323, 3, 0., 0., 0.
62, 326, 3, 0., 0., 0.
63, 317, 3, 0., 0., 0.
