0, 254, 3, 1.
1, 266, 3, 1.
2, 262, 3, 10.94
3, 263, 3, 1.
4, 260, 3, 1.
5, 245, 3, 1.
6, 266, 3, 5.43
7, 257, 3, 5.41
8, 267, 3, 8.71
9, 257, 3, 1.
10, 266, 3, 1.
11, 261, 3, 1.
12, 271, 3, 1.
13, 270, 3, 1.
14, 252, 3, 1.
15, 266, 3, 1.
16, 261, 3, 1.
17, 253, 3, 1.
18, 265, 3, 1.
19, 258, 3, 1.
20, 258, 3, 1.
21, 264, 3, 1.
22, 261, 3, 1.
23, 254, 3, 1.
24, 262, 3, 1.
25, 259, 3, 1.
26, 262, 3, 1.
27, 264, 3, 1.
28, 264, 3, 1.
29, 271, 3, 1.
30, 270, 3, 1.
31, 259, 4, 1.
32, 325, 3, 1.
33, 318, 3, 1.
34, 321, 3, 12.25
35, 315, 3, 1.
36, 319, 3, 1.
37, 320, 3, 1.
38, 323, 3, 5.25
39, 311, 3, 4.14
40, 326, 3, 3.36
41, 329, 4, 1.
42, 324, 4, 1.
43, 325, 3, 1.
44, 326, 3, 1.
45, 327, 3, 1.
46, 314, 3, 1.
47, 327, 3, 1.
48, 321, 3, 1.
49, 335, 3, 1.
50, 328, 3, 1.
51, 322, 3, 1.
52, 325, 3, 1.
53, 312, 3, 1.
54, 321, 3, 1.
55, 328, 4, 1.
56, 318, 3, 1.
57, 323, 3, 1.
58, 332, 3, 1.
59, 315, 4, 1.
60, 324, 3, 1.
61, 331, 3, 1.
62, 326, 3, 1.
63, 318, 3, 1.
