0, 398, 3, 0., 0.
1, 399, 2, 0., 0.
2, 408, 2, 0., 0.
3, 394, 2, 0., 0.
4, 420, 3, 0., 0.
5, 402, 2, 0., 0.
6, 406, 2, 0., 0.
7, 405, 2, 0., 0.
8, 396, 2, 0., 0.
9, 398, 2, 0., 0.
10, 401, 2, 0., 0.
11, 406, 2, 0., 0.
12, 404, 2, 0., 0.
13, 407, 2, 0., 0.
14, 398, 2, 0., 0.
15, 402, 2, 0., 0.
16, 406, 2, 0., 0.
17, 409, 2, 0., 0.
18, 398, 2, 0., 0.
19, 410, 3, 0., 0.
20, 405, 2, 0., 0.
21, 392, 2, 0., 0.
22, 395, 2, 0., 0.
23, 395, 3, 0., 0.
24, 415, 2, 0., 0.
25, 396, 2, 0., 0.
26, 402, 2, 0., 0.
27, 402, 2, 0., 0.
28, 397, 3, 0., 0.
29, 407, 2, 0.556212, 0.00113947
30, 392, 2, 0., 0.
31, 411, 3, 0.53067, 0.00114925
32, 304, 3, 0., 0.
33, 291, 2, 0., 0.
34, 299, 2, 0., 0.
35, 305, 2, 0., 0.
36, 299, 2, 0., 0.
37, 310, 2, 0., 0.
38, 307, 2, 0., 0.
39, 307, 2, 0., 0.
40, 307, 2, 0., 0.
41, 309, 2, 0., 0.
42, 312, 2, 0., 0.
43, 299, 2, 0., 0.
44, 300, 2, 0., 0.
45, 305, 2, 0., 0.
46, 300, 2, 0., 0.
47, 309, 2, 0., 0.
48, 300, 2, 0., 0.
49, 304, 2, 0., 0.
50, 308, 2, 0., 0.
51, 306, 2, 0., 0.
52, 294, 2, 0., 0.
53, 319, 2, 0., 0.
54, 311, 2, 0., 0.
55, 315, 2, 0., 0.
56, 306, 2, 0., 0.
57, 312, 2, 0., 0.
58, 307, 2, 0., 0.
59, 312, 2, 0., 0.
60, 317, 2, 0.412973, 0.00108762
61, 298, 2, 0., 0.
62, 308, 2, 0.851794, 0.00100188
63, 310, 3, 0., 0.
