0, 267, 3, 1.
1, 268, 2, 1.
2, 268, 2, 0.59
3, 256, 2, 1.
4, 247, 2, 1.
5, 285, 2, 1.
6, 270, 2, 0.48
7, 267, 2, 0.42
8, 261, 2, 0.51
9, 273, 2, 1.
10, 267, 3, 1.
11, 273, 3, 1.
12, 262, 3, 1.
13, 256, 2, 1.
14, 264, 2, 1.
15, 270, 2, 1.
16, 271, 2, 1.
17, 268, 2, 1.
18, 266, 2, 1.
19, 269, 2, 1.
20, 264, 2, 1.
21, 270, 2, 1.
22, 284, 2, 1.
23, 268, 3, 1.
24, 269, 2, 1.
25, 275, 2, 1.
26, 263, 2, 1.
27, 263, 2, 1.
28, 261, 2, 1.
29, 268, 2, 1.
30, 271, 2, 1.
31, 285, 2, 1.
32, 344, 3, 1.
33, 323, 2, 1.
34, 326, 2, 0.73
35, 326, 2, 1.
36, 317, 2, 1.
37, 340, 2, 1.
38, 321, 2, 0.40
39, 335, 2, 0.47
40, 328, 2, 0.24
41, 331, 2, 1.
42, 311, 3, 1.
43, 318, 3, 1.
44, 333, 3, 1.
45, 343, 2, 1.
46, 333, 2, 1.
47, 326, 2, 1.
48, 337, 3, 1.
49, 338, 2, 1.
50, 348, 2, 1.
51, 326, 2, 1.
52, 345, 2, 1.
53, 343, 2, 1.
54, 344, 3, 1.
55, 339, 2, 1.
56, 335, 2, 1.
57, 340, 2, 1.
58, 316, 2, 1.
59, 338, 2, 1.
60, 337, 2, 1.
61, 330, 2, 1.
62, 334, 2, 1.
63, 324, 2, 1.
